Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
203,Text,2006-01-13,Uncle Tom's Cabin,en,"Stowe, Harriet Beecher, 1811-1896",Slavery -- Fiction; Didactic fiction; Political fiction; Master and servant -- Fiction; African Americans -- Fiction; Southern States -- Fiction; Fugitive slaves -- Fiction; Plantation life -- Fiction; Uncle Tom (Fictitious character) -- Fiction; Enslaved persons -- Fiction,PS,US Civil War; Slavery; Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Politics; Browsing: Fiction
204,Text,2008-07-09,The innocence of Father Brown,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936","England -- Fiction; Clergy -- Fiction; Detective and mystery stories, English; Catholics -- Fiction; Brown, Father (Fictitious character) -- Fiction; Detective and mystery stories, English -- Translations into Finnish",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
205,Text,1995-01-01,"Walden, and On The Duty Of Civil Disobedience",en,"Thoreau, Henry David, 1817-1862","Civil disobedience; Authors, American -- 19th century -- Biography; Thoreau, Henry David, 1817-1862 -- Homes and haunts -- Massachusetts -- Walden Woods; Wilderness areas -- Massachusetts -- Walden Woods; Natural history -- Massachusetts -- Walden Woods; Solitude; Government, Resistance to; Walden Woods (Mass.) -- Social life and customs",PS,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
206,Text,2008-06-29,"The Martin Luther King, Jr. Day, 1995, Memorial Issue",en,Various,"Martin Luther King, Jr., Day; Civil rights movements; United States -- History; African Americans -- Social conditions -- To 1964",E151,Browsing: Culture/Civilization/Society; Browsing: History - American
207,Text,1995-01-01,The Spell of the Yukon and Other Verses,en,"Service, Robert W. (Robert William), 1874-1958",Yukon River Valley (Yukon and Alaska) -- Poetry,PS,Canada; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry; Browsing: Travel & Geography
208,Text,2008-07-03,Daisy Miller: A Study,en,"James, Henry, 1843-1916",Psychological fiction; Young women -- Fiction; Europe -- Fiction; Americans -- Europe -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Travel & Geography; Browsing: Fiction
209,Text,1995-02-01,The Turn of the Screw,en,"James, Henry, 1843-1916",England -- Fiction; Psychological fiction; Governesses -- Fiction; Ghost stories; Children -- Fiction,PS,Best Books Ever Listings; Gothic Fiction; Horror; Opera; Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Fiction
210,Text,2008-07-09,An International Episode,en,"James, Henry, 1843-1916",Americans -- England -- Fiction; Manners and customs -- Fiction; British -- United States -- Fiction; New York (State) -- Social life and customs -- Fiction; London (England) -- Social life and customs -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
211,Text,2008-06-29,The Aspern Papers,en,"James, Henry, 1843-1916",Venice (Italy) -- Fiction; Psychological fiction; Man-woman relationships -- Fiction; Poets -- Fiction; Manuscripts -- Collectors and collecting -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
212,Text,1995-02-01,A List of Factorial Math Constants,en,Unknown,Mathematics; Factorials,QA,Mathematics; Browsing: Mathematics; Browsing: Science - General
213,Text,1995-02-01,The Man from Snowy River,en,"Paterson, A. B. (Andrew Barton), 1864-1941",Frontier and pioneer life -- Australia -- Poetry,PR,Australia; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry; Browsing: Fiction
214,Text,2008-07-03,"In the Days When the World Was Wide, and Other Verses",en,"Lawson, Henry, 1867-1922",Frontier and pioneer life -- Australia -- Poetry; Australian poetry,PR,Australia; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
215,Text,2008-07-02,The call of the wild,en,"London, Jack, 1876-1916",Dogs -- Fiction; Adventure stories; Nature stories; Klondike River Valley (Yukon) -- Fiction; Sled dogs -- Fiction; Pet theft -- Fiction; Feral dogs -- Fiction; Animal welfare -- Fiction,PS,Animals-Domestic; Adventure; Best Books Ever Listings; Movie Books; Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Browsing: Nature/Gardening/Animals; Browsing: Fiction
216,Text,1995-02-01,"The Tao Teh King, or the Tao and its Characteristics",en,"Laozi; Legge, James, 1815-1897 [Translator]","Philosophy, Chinese; Taoism -- Sacred books",BL,Paganism; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
217,Text,2006-01-16,Sons and Lovers,en,"Lawrence, D. H. (David Herbert), 1885-1930",Autobiographical fiction; England -- Fiction; Domestic fiction; Bildungsromans; Young men -- Fiction; Working class families -- Fiction,PR,Best Books Ever Listings; Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
218,Text,2008-07-03,"C. Iuli Caesaris De Bello Gallico, I-IV",la,"Caesar, Julius, 100 BCE-44 BCE","Gaul -- History -- Gallic Wars, 58-51 B.C.",DC; PA,Classical Antiquity; Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
219,Text,2006-01-09,Heart of Darkness,en,"Conrad, Joseph, 1857-1924",Africa -- Fiction; Europeans -- Africa -- Fiction; Trading posts -- Fiction; Degeneration -- Fiction; Imperialism -- Fiction; Psychological fiction,PR,Best Books Ever Listings; Movie Books; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
220,Text,2006-01-09,The Secret Sharer,en,"Conrad, Joseph, 1857-1924",Sea stories; Psychological fiction; Ship captains -- Fiction; Fugitives from justice -- Fiction,PR,Browsing: Literature; Browsing: Fiction
221,Text,1995-02-01,The Return of Sherlock Holmes,en,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Detective and mystery stories, English",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
222,Text,1995-02-01,The Moon and Sixpence,en,"Maugham, W. Somerset (William Somerset), 1874-1965",England -- Fiction; Psychological fiction; Painters -- Fiction; Tahiti (French Polynesia : Island) -- Fiction,PR,Contemporary Reviews; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
223,Text,1995-02-01,The wisdom of Father Brown,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936","England -- Fiction; Clergy -- Fiction; Detective and mystery stories, English; Catholics -- Fiction; Brown, Father (Fictitious character) -- Fiction",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
224,Text,2008-07-11,A pair of blue eyes,en,"Hardy, Thomas, 1840-1928",Didactic fiction; Triangles (Interpersonal relations) -- Fiction; Wessex (England) -- Fiction; Separation (Psychology) -- Fiction; Elopement -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
225,Text,2008-07-11,At the Back of the North Wind,en,"MacDonald, George, 1824-1905",Fairy tales,PR; PZ,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Literature
226,Text,1995-03-01,Cicero's Orations,la,"Cicero, Marcus Tullius, 107 BCE-44 BCE","Speeches, addresses, etc., Latin; Rome -- History -- 53-44 B.C. -- Sources",PA,Classical Antiquity; Browsing: History - General; Browsing: Language & Communication; Browsing: Literature
227,Text,1995-03-01,Aeneidos,la,"Virgil, 71 BCE-20 BCE","Aeneas (Legendary character) -- Poetry; Legends -- Rome -- Poetry; Epic poetry, Latin",PA,Classical Antiquity; Best Books Ever Listings; Harvard Classics; Browsing: History - Ancient; Browsing: Literature; Browsing: Poetry
228,Text,1995-03-01,The Aeneid,en,"Virgil, 71 BCE-20 BCE; Dryden, John, 1631-1700 [Translator]","Aeneas (Legendary character) -- Poetry; Legends -- Rome -- Poetry; Epic poetry, Latin -- Translations into English",PA,Classical Antiquity; Best Books Ever Listings; Poetry; Harvard Classics; Browsing: History - Ancient; Browsing: Literature; Browsing: Poetry
229,Text,1995-03-01,The Bucolics and Eclogues,la,"Virgil, 71 BCE-20 BCE","Country life -- Rome -- Poetry; Pastoral poetry, Latin",PA,Classical Antiquity; Browsing: History - Ancient; Browsing: Literature; Browsing: Poetry
230,Text,1995-03-01,The Bucolics and Eclogues,en,"Virgil, 71 BCE-20 BCE","Pastoral poetry, Latin -- Translations into English; Country life -- Rome -- Poetry",PA,Classical Antiquity; Browsing: History - General; Browsing: Literature; Browsing: Poetry
231,Text,1995-03-01,Georgicon,la,"Virgil, 71 BCE-20 BCE","Didactic poetry, Latin; Agriculture -- Poetry",PA,Classical Antiquity; Browsing: History - Ancient; Browsing: Literature; Browsing: Poetry
232,Text,1995-03-01,The Georgics,en,"Virgil, 71 BCE-20 BCE; Rhoades, James, 1841-1923 [Translator]","Agriculture -- Poetry; Didactic poetry, Latin -- Translations into English",PA,Browsing: Literature; Browsing: Poetry; Browsing: Science - Earth/Agricultural/Farming; Browsing: Fiction
233,Text,1995-03-01,Sister Carrie: A Novel,en,"Dreiser, Theodore, 1871-1945",New York (N.Y.) -- Fiction; Didactic fiction; Young women -- Fiction; Chicago (Ill.) -- Fiction; Mistresses -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
234,Text,2008-07-02,Child Christopher and Goldilind the Fair,en,"Morris, William, 1834-1896",Fantasy fiction,PR,Fantasy; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
235,Text,1995-03-01,William Gibson Interviewed,en,"Salza, Giuseppe","Gibson, William, 1914-2008",PS,Browsing: Literature
236,Text,2006-01-16,The Jungle Book,en,"Kipling, Rudyard, 1865-1936","Short stories; Animals -- Fiction; Jungles -- Fiction; India -- Fiction; Jungle animals -- Fiction; Mowgli (Fictitious character) -- Fiction; Adventure stories, English; Feral children -- Fiction; India -- History -- 19th century -- Fiction",PR,Scouts; Children's Literature; Movie Books; Contemporary Reviews; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
237,Text,1995-03-01,Sexti Properti Elegiarvm: Liber Primvs,la,"Propertius, Sextus","Latin poetry; Rome -- Poetry; Man-woman relationships -- Poetry; Elegiac poetry, Latin; Love poetry, Latin",PA,Browsing: Literature; Browsing: Poetry
238,Text,2008-07-03,Dear Enemy,en,"Webster, Jean, 1876-1916",Orphans -- Fiction,PZ; PS,"Bestsellers, American, 1895-1923; Browsing: Literature; Browsing: Fiction"
239,StillImage,1995-03-01,Radar Map of the United States,en,United States,United States -- Maps,G,Browsing: Travel & Geography
240,Text,1995-04-01,Stories from the Old Attic,en,"Harris, Robert A. (Robert Alan), 1950-",Fiction; Short stories; Fables,PS,Browsing: Literature; Browsing: Fiction
241,Text,2008-07-02,"Clotelle; Or, The Colored Heroine, a tale of the Southern States; Or, The President's Daughter",en,"Brown, William Wells, 1814?-1884","Children of presidents -- Fiction; Enslaved women -- Fiction; Jefferson, Thomas, 1743-1826 -- Relations with women -- Fiction; Domestic fiction; Illegitimate children -- Fiction; African American women -- Fiction; African American families -- Fiction",PS,African American Writers; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
242,Text,2008-07-11,My Ántonia,en,"Cather, Willa, 1873-1947",Nebraska -- Fiction; Frontier and pioneer life -- Nebraska -- Fiction; Western stories; Domestic fiction; Friendship -- Fiction; Married women -- Fiction; Farm life -- Fiction; Women pioneers -- Fiction; Women immigrants -- Fiction; Farmers' spouses -- Fiction; Czech Americans -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
243,Text,2006-03-15,"The forged coupon, and other stories",en,"Tolstoy, Leo, graf, 1828-1910; Wright, C. T. Hagberg (Charles Theodore Hagberg), 1862-1940 [Editor]","Short stories, Russian -- Translations into English; Russian fiction -- Translations into English; Tolstoy, Leo, graf, 1828-1910 -- Translations into English",PG,Browsing: Literature; Browsing: Fiction
244,Text,1995-04-01,A Study in Scarlet,en,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Detective and mystery stories; England -- Fiction",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
245,Text,2004-07-10,Life on the Mississippi,en,"Twain, Mark, 1835-1910","Mississippi River -- Description and travel; Mississippi River Valley -- Social life and customs -- 19th century; Authors, American -- 19th century -- Biography; Pilots and pilotage -- Mississippi River; Twain, Mark, 1835-1910 -- Travel -- Mississippi River",PS,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Travel & Geography
246,Text,1995-04-01,The Rubaiyat of Omar Khayyam,en,"Omar Khayyam, 1048-1122; FitzGerald, Edward, 1809-1883 [Translator]",Persian poetry -- Translations into English,PK,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
247,Text,1995-04-01,Webster's Unabridged Dictionary (1st 100 Pages),en,"Webster, Noah, 1758-1843",English language -- Dictionaries,AG; PE,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Language & Communication
248,Text,1995-04-01,Webster's Unabridged Dictionary (2nd 100 Pages),en,"Webster, Noah, 1758-1843",English language -- Dictionaries,AG; PE,Browsing: Encyclopedias/Dictionaries/Reference
249,Text,1995-04-01,French Cave Paintings,en,,"Cave paintings -- France -- Vallon-Pont-d'Arc; Art, Prehistoric -- France -- Vallon-Pont-d'Arc; Chauvet Cave (France)",N,Browsing: Art & Photography; Browsing: History - General
250,Text,1995-04-01,"A Brief History of the Internet
The Bright Side: The Dark Side",en,"Hart, Michael, 1947-2011; Fuller, Maxwell",Internet -- History; Computer networks -- United States -- History,TK,Browsing: Computers & Technology; Browsing: History - General
251,Text,1995-04-01,1995 United States Congressional Address Book,en,United States,United States. Congress,JK,Browsing: History - American; Browsing: Politics
252,Text,1995-04-01,"Copyright Law of the United States of America
Contained in Title 17 of the United States Code",en,Library of Congress. Copyright Office; United States,Copyright -- United States,KF,Browsing: Law & Criminology
253,Text,1995-04-01,The Universal Copyright Convention (1988),en,Coalition for Networked Information,"Copyright, International",JX,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Law & Criminology; Browsing: Politics
254,Text,2008-07-09,"The Second Story of Meno
A Continuation of Socrates' Dialogue with Meno in Which the Boy Proves Root 2 is Irrational",en,Unknown,Mathematics,QA,Browsing: Mathematics; Browsing: Philosophy & Ethics; Browsing: Science - General
255,Text,1995-04-01,"QREAD, Etext Reader for Windows",en,"Scavezze, Dan",Electronic book readers,Z,Browsing: Computers & Technology; Browsing: Encyclopedias/Dictionaries/Reference
256,MovingImage,1995-05-01,Motion Picture of Rotating Earth,en,United States,World maps,G,Browsing: Culture/Civilization/Society; Browsing: Science - General; Browsing: Travel & Geography
257,Text,1995-05-01,Troilus and Criseyde,en,"Chaucer, Geoffrey, 1343?-1400",Troilus (Legendary character) -- Poetry; Trojan War -- Poetry; Cressida (Fictitious character) -- Poetry; Troy (Extinct city) -- Poetry,PR,Browsing: Literature; Browsing: Poetry
258,Text,2008-06-29,Poems by Adam Lindsay Gordon,en,"Gordon, Adam Lindsay, 1833-1870; Clarke, Marcus Andrew Hislop, 1846-1881 [Editor]","Gordon, Adam Lindsay, 1833-1870; Australia -- Poetry",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
259,Text,2008-07-02,Ballads of a Cheechako,en,"Service, Robert W. (Robert William), 1874-1958",Frontier and pioneer life -- Yukon -- Poetry; Klondike River Valley (Yukon) -- Gold discoveries -- Poetry,PS,Browsing: Culture/Civilization/Society; Browsing: Poetry; Browsing: Fiction
260,Text,2008-07-05,An Introduction to the Study of Robert Browning's Poetry,en,"Browning, Robert, 1812-1889; Corson, Hiram, 1828-1911","Browning, Robert, 1812-1889; Browning, Robert, 1812-1889 -- Bibliography; Browning, Robert, 1812-1889 -- Criticism and interpretation",PR,Browsing: Literature; Browsing: Poetry
261,Text,2008-07-03,A Dome of Many-Coloured Glass,en,"Lowell, Amy, 1874-1925",American poetry,PS,Poetry; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
262,Text,1995-05-01,The Collected Poems of Rupert Brooke,en,"Brooke, Rupert, 1887-1915; Woodberry, George Edward, 1855-1930 [Author of introduction, etc.]; Lavington, Margaret [Contributor]","English poetry; Poets, English -- 20th century -- Biography; Brooke, Rupert, 1887-1915",PR,Poetry; Browsing: Biographies; Browsing: Literature; Browsing: Poetry
263,Text,1995-05-01,"Trees, and Other Poems",en,"Kilmer, Joyce, 1886-1918","Poetry, Modern -- 20th century",PS,Browsing: Literature; Browsing: Poetry
264,Text,2008-07-09,"Main Street, and Other Poems",en,"Kilmer, Joyce, 1886-1918","City and town life -- Poetry; Poetry, Modern -- 20th century",PS,Browsing: Literature; Browsing: Poetry
265,Text,2008-07-03,The Life and Death of Cormac the Skald,en,"Collingwood, W. G. (William Gershom), 1854-1932 [Translator]; Jón Stefánsson, 1862- [Translator]","Kormákr Ögmundarson, approximately 935-970 -- Romances; Sagas -- Translations into English",PT,Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
266,Text,2008-07-03,"Confessio Amantis; Or, Tales of the Seven Deadly Sins",en,"Gower, John, 1325?-1408; Macaulay, G. C. (George Campbell), 1852-1915 [Editor]","Courtly love -- Poetry; Christian poetry, English (Middle); Love poetry, English (Middle); Christian ethics -- Poetry",PR,Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Poetry
267,Text,1995-05-01,The Touchstone,en,"Wharton, Edith, 1862-1937",Psychological fiction; Rejection (Psychology) -- Fiction; Married people -- Fiction; Triangles (Interpersonal relations) -- Fiction; Women novelists -- Fiction; Love-letters -- Fiction,PS,Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Fiction
268,Text,2008-07-11,The Octopus : A Story of California,en,"Norris, Frank, 1870-1902","Didactic fiction; Farm life -- Fiction; Mussel Slough Tragedy, 1880 -- Fiction; Wheat farmers -- Fiction; Farmers -- Fiction; San Joaquin Valley (Calif.) -- Fiction; California -- Fiction; Railroad stories",PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction
269,Text,1995-05-01,Beasts and Super-Beasts,en,"Saki, 1870-1916","Humorous stories; Supernatural -- Fiction; Short stories, English",PR,Browsing: Humour; Browsing: Literature; Browsing: Fiction
270,Text,2008-07-03,Dream Days,en,"Grahame, Kenneth, 1859-1932",England -- Fiction; Siblings -- Fiction; Country life -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
271,Text,2006-01-16,Black Beauty,en,"Sewell, Anna, 1820-1878",Historical fiction; Horses -- Juvenile fiction; Human-animal relationships -- Juvenile fiction; Great Britain -- History -- 19th century -- Juvenile fiction,PR; PZ,Children's Literature; Best Books Ever Listings; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
272,Text,1995-06-01,An Open Letter on Translating,en,"Luther, Martin, 1483-1546; Mann, Gary [Translator]",Reformation -- Germany; Bible -- Translating,BR,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
273,Text,1995-06-01,The Smalcald Articles,en,"Luther, Martin, 1483-1546; Bente, F. (Friedrich), 1858-1930 [Translator]; Dau, W. H. T. (William Herman Theodore), 1864-1944 [Translator]",Lutheran Church -- Doctrines -- Early works to 1800; Lutheran Church -- Relations -- Catholic Church -- Early works to 1800; Catholic Church -- Relations -- Lutheran Church -- Early works to 1800; Lutheran Church -- Creeds -- Early works to 1800,BX,Christianity; Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal
274,Text,1995-06-01,Disputation of Doctor Martin Luther on the Power and Efficacy of Indulgences,en,"Luther, Martin, 1483-1546",Indulgences; Reformation -- Germany -- Sources,BR,Christianity; Harvard Classics; Banned Books from Anne Haight's list; Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal
275,Text,2008-06-29,"The Augsburg Confession
The confession of faith, which was submitted to His Imperial Majesty Charles V at the diet of Augsburg in the year 1530",en,"Melanchthon, Philipp, 1497-1560","Lutheran Church -- Doctrines; Theology, Doctrinal",BX,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
276,Text,1995-06-01,"Franz Haydn's 104th Symphony [1794-5]
MIDI file",en,"Haydn, Joseph, 1732-1809",Music,M,Browsing: Music
277,Text,2008-06-29,Trinity Site,en,National Atomic Museum (U.S.),Manhattan Project (U.S.); Atomic bomb -- New Mexico -- Testing -- History,QC; U; D731,World War II; Browsing: History - General; Browsing: History - Warfare; Browsing: Science - General
278,Text,2014-09-14,"Trinity Site: 1945-1995.
A National Historic Landmark, White Sands Missile Range, New Mexico",en,White Sands Missile Range (N.M.). Public Affairs Office,Manhattan Project (U.S.); Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History,QC; U; D731,World War II; Browsing: History - American; Browsing: History - Warfare; Browsing: Science - General
279,Text,2014-09-14,Photos and Maps of Trinity (Atomic Test) Site,en,White Sands Missile Range (N.M.). Public Affairs Office [Contributor],Manhattan Project (U.S.); Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History,QC; U; D731,World War II; Browsing: History - General; Browsing: History - Warfare; Browsing: Science - General
280,Text,1995-06-01,Records of a Family of Engineers,en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert, 1772-1850; Stephenson family; Engineers -- Great Britain -- Biography; Bell Rock Lighthouse (Scotland); Lighthouses -- Scotland",TA,Browsing: Biographies; Browsing: Engineering & Construction; Browsing: History - British
281,Text,1995-06-01,Father Damien: An Open Letter to the Reverend Dr. Hyde of Honolulu,en,"Stevenson, Robert Louis, 1850-1894","Damien, Saint, Father, 1840-1889",BX,Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
282,Text,1995-06-01,"Eothen; Or, Traces of Travel Brought Home from the East",en,"Kinglake, Alexander William, 1809-1891","Middle East -- Description and travel; Kinglake, Alexander William, 1809-1891 -- Travel -- Middle East",DS,Browsing: History - General; Browsing: Travel & Geography
283,Text,1995-06-01,The Reef,en,"Wharton, Edith, 1862-1937",Love stories; Domestic fiction; France -- Fiction; Man-woman relationships -- Fiction; Americans -- France -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
284,Text,1995-06-01,The House of Mirth,en,"Wharton, Edith, 1862-1937",New York (N.Y.) -- Fiction; Psychological fiction; Single women -- Fiction; Social classes -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
285,Text,2008-07-09,The Lost Continent,en,"Hyne, Charles John Cutcliffe Wright, 1866-1944",Science fiction; Fantasy fiction; Atlantis (Legendary place) -- Fiction; Lost continents -- Fiction,PR,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
286,Text,1995-06-01,Laddie: A True Blue Story,en,"Stratton-Porter, Gene, 1863-1924",Didactic fiction; Indiana -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
287,Text,2008-06-29,Remember the Alamo,en,"Barr, Amelia E., 1831-1919","Texas -- History -- Revolution, 1835-1836 -- Fiction; Western stories; War stories; Alamo (San Antonio, Tex.) -- Siege, 1836 -- Fiction",PZ; PS,Browsing: History - American; Browsing: History - Warfare; Browsing: Fiction
288,Text,1995-07-01,The Certain Hour (Dizain des Poëtes),en,"Cabell, James Branch, 1879-1958",Short stories; Fantasy fiction,PS,Fantasy; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
289,Text,1995-07-01,The Wind in the Willows,en,"Grahame, Kenneth, 1859-1932",Fantasy fiction; Animals -- Fiction; Humorous stories; England -- Fiction; Friendship -- Fiction; Pastoral fiction; Country life -- Fiction; River life -- Fiction,PR; PZ,Best Books Ever Listings; Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction
290,Text,1995-07-01,"The Stark Munro Letters
Being series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884",en,"Doyle, Arthur Conan, 1859-1930",Epistolary fiction,PR,Browsing: Literature; Browsing: Fiction
291,Text,2008-07-03,The Golden Age,en,"Grahame, Kenneth, 1859-1932",England -- Fiction; Bildungsromans; Pastoral fiction; Siblings -- Fiction; Country life -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
292,Text,2008-06-29,"Beauty and the Beast, and Tales of Home",en,"Taylor, Bayard, 1825-1878",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
293,Text,2006-03-15,Paul Prescott's Charge,en,"Alger, Horatio, Jr., 1832-1899",Orphans -- Fiction; Runaway teenagers -- Fiction; Conduct of life -- Fiction; New York (N.Y.) -- History -- 19th century -- Fiction,PZ; PS,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction
294,Text,1995-07-01,"The Captain of the Polestar, and Other Tales",en,"Doyle, Arthur Conan, 1859-1930","Great Britain -- Social life and customs -- 19th century -- Fiction; Short stories, English",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
295,Text,1995-07-01,The Early Short Fiction of Edith Wharton — Part 1,en,"Wharton, Edith, 1862-1937","Fiction; Short stories, American",PS,Browsing: Literature; Browsing: Fiction
296,Text,2006-03-15,The Cash Boy,en,"Alger, Horatio, Jr., 1832-1899",Adoptees -- Juvenile fiction; Orphans -- Juvenile fiction; Didactic fiction; Baseball -- Juvenile fiction; Adventure stories; Boys -- Juvenile fiction,PZ; PS,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Fiction
297,Text,1995-07-01,The Flirt,en,"Tarkington, Booth, 1869-1946",Young women -- Fiction; Swindlers and swindling -- Fiction; Courtship -- Fiction; Forgery -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
298,Text,2008-07-09,The Market-Place,en,"Frederic, Harold, 1856-1898",England -- Fiction; Swindlers and swindling -- Fiction; Nobility -- Fiction; Capitalists and financiers -- Fiction; Stock exchanges -- Fiction; Jews -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
299,Text,1995-07-01,Tales from Two Hemispheres,en,"Boyesen, Hjalmar Hjorth, 1848-1895",Short stories; Norwegian Americans -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
300,Text,1995-07-01,United States Declaration of Independence,en,"Jefferson, Thomas, 1743-1826","United States -- History -- Revolution, 1775-1783 -- Sources",E201; JK,Politics; Browsing: History - American; Browsing: Politics
301,Text,1995-07-01,The Ballad of Reading Gaol,en,"Wilde, Oscar, 1854-1900",Imprisonment -- Poetry; Prisoners -- Poetry; Prisons -- Poetry,PR,Browsing: Literature; Browsing: Poetry
302,Text,1995-07-01,The Fibonacci Number Series,en,"Husted, Michael",Mathematics; Fibonacci numbers,QA,Mathematics; Browsing: Mathematics; Browsing: Science - General
303,Text,1995-07-01,HomeBrew HomePages Put YOU on the World Wide Web,en,Anonymous,World Wide Web,TK,Browsing: Computers & Technology
304,Text,1995-08-01,"Rio Grande's Last Race, and Other Verses",en,"Paterson, A. B. (Andrew Barton), 1864-1941",Australian poetry,PR,Australia; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
305,Text,2008-07-02,The Count's Millions,en,"Gaboriau, Emile, 1832-1873",Fiction; Detective and mystery stories,PQ,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
